Source,Target,Weight,freqT1,freqT2,times,timesT1,timesT2
519,1882,2,0,0,23,NULL,NULL
1545,1393,1,0,1,8,NULL,8
48,553,1,1,0,6,6,NULL
1831,1781,4,3,1,31,25,6
1325,1168,1,0,0,6,NULL,NULL
336,73,1,0,1,14,NULL,10
105,908,1,0,1,7,NULL,7
1119,2262,1,1,0,39,38,NULL
2271,2008,1,0,0,6,NULL,NULL
2259,2271,2,0,0,13,NULL,NULL
2274,526,1,0,1,6,NULL,6
1004,1551,1,0,0,6,NULL,NULL
239,391,1,0,0,6,NULL,NULL
384,832,1,0,0,6,NULL,NULL
1741,115,1,0,0,7,NULL,NULL
5,249,2,0,1,18,NULL,8
1716,457,1,0,0,12,NULL,NULL
321,1609,4,1,1,67,30,14
2269,1848,1,0,0,6,NULL,NULL
295,1177,1,0,0,6,NULL,NULL
1487,639,1,0,0,6,NULL,NULL
342,1560,1,1,0,6,6,NULL
629,1325,1,0,0,6,NULL,NULL
2305,2275,2,0,0,13,NULL,NULL
1998,1733,1,0,0,7,NULL,NULL
343,319,12,8,3,192,103,43
1718,1848,1,0,1,13,NULL,8
336,1882,1,1,1,26,12,13
2142,1400,5,2,1,84,31,26
1180,1325,1,0,1,11,NULL,6
1516,4,1,1,0,10,6,NULL
2273,1555,1,0,1,6,NULL,6
1843,882,1,0,0,6,NULL,NULL
1177,580,13,4,4,147,35,38
1427,1746,1,1,0,8,8,NULL
2095,230,1,0,0,6,NULL,NULL
1562,1820,2,1,1,53,35,9
2258,269,1,0,0,6,NULL,NULL
1746,393,1,0,0,6,NULL,NULL
703,89,2,0,0,12,NULL,NULL
583,1716,1,1,0,6,6,NULL
2020,646,1,0,0,6,NULL,NULL
1157,1223,1,1,0,7,6,NULL
1302,64,1,0,0,6,NULL,NULL
544,1151,1,0,0,6,NULL,NULL
908,1833,14,9,5,342,194,76
2102,2102,2,0,0,28,NULL,NULL
702,2120,4,0,1,33,NULL,11
1164,1283,1,0,0,6,NULL,NULL
537,89,1,1,0,6,6,NULL
999,1459,7,0,0,48,NULL,NULL
1501,633,1,0,0,6,NULL,NULL
2049,1723,1,0,1,8,NULL,8
1169,1661,1,0,0,7,NULL,NULL
1535,299,5,1,1,39,6,6
287,28,3,1,0,18,6,NULL
37,282,1,0,0,6,NULL,NULL
825,336,1,1,0,7,6,NULL
1274,1181,1,0,0,6,NULL,NULL
2289,687,2,1,0,19,8,NULL
853,1134,1,0,0,6,NULL,NULL
1703,2262,1,0,0,6,NULL,NULL
1886,61,1,0,0,6,NULL,NULL
319,1558,1,0,0,6,NULL,NULL
1274,966,1,0,0,6,NULL,NULL
77,1000,1,0,0,6,NULL,NULL
319,1535,1,0,0,6,NULL,NULL
1455,1439,1,0,1,15,NULL,9
1996,1290,1,0,1,11,NULL,8
77,1023,1,0,0,8,NULL,NULL
1454,665,1,0,0,6,NULL,NULL
1858,73,1,0,0,6,NULL,NULL
1499,1495,1,0,0,6,NULL,NULL
1539,1426,1,0,0,6,NULL,NULL
1460,953,7,3,2,97,21,29
1143,419,4,0,2,27,NULL,13
725,917,1,0,0,6,NULL,NULL
98,974,1,0,0,7,NULL,NULL
1401,1809,1,0,0,6,NULL,NULL
2107,645,1,1,0,9,6,NULL
1804,858,1,1,0,8,8,NULL
2070,2069,18,10,5,464,191,127
2104,1735,3,0,0,21,NULL,NULL
90,2135,2,0,2,23,NULL,18
2035,624,1,0,1,14,NULL,8
1517,2095,2,0,1,23,NULL,14
431,1530,1,1,0,17,13,NULL
2291,658,1,0,0,6,NULL,NULL
988,1583,1,0,1,9,NULL,8
2256,6,1,1,1,60,18,36
1735,1144,2,0,2,24,NULL,16
2070,257,1,1,1,38,25,6
2068,2121,1,0,0,6,NULL,NULL
1788,2021,1,0,0,8,NULL,NULL
558,1978,34,14,14,722,167,273
1290,1246,4,2,2,92,39,32
385,1503,1,0,0,6,NULL,NULL
1814,1437,1,1,0,7,6,NULL
1283,582,1,0,0,6,NULL,NULL
1583,251,1,0,0,7,NULL,NULL
16,1748,3,2,0,20,13,NULL
2254,662,1,0,0,6,NULL,NULL
2089,864,1,1,1,64,25,24
1021,1497,1,0,0,6,NULL,NULL
1156,552,1,0,0,7,NULL,NULL
2000,974,1,0,0,7,NULL,NULL
1155,1172,2,1,1,19,7,6
1516,1716,1,0,0,6,NULL,NULL
1824,1824,254,113,120,6527,2258,2222
348,1138,1,0,0,6,NULL,NULL
984,1899,1,0,0,7,NULL,NULL
2104,1523,1,0,1,10,NULL,8
1535,1507,1,0,0,6,NULL,NULL
1449,576,1,0,1,6,NULL,6
970,2008,1,0,0,6,NULL,NULL
2301,836,1,1,0,8,6,NULL
1167,2294,1,0,1,7,NULL,7
1302,980,1,0,0,6,NULL,NULL
1842,420,1,0,0,6,NULL,NULL
233,1002,2,0,0,15,NULL,NULL
248,2108,4,0,2,63,NULL,13
2096,297,1,0,0,6,NULL,NULL
959,429,3,0,0,19,NULL,NULL
1567,20,1,0,0,6,NULL,NULL
848,49,2,0,0,12,NULL,NULL
1014,1437,1,0,0,8,NULL,NULL
624,689,3,1,0,19,6,NULL
612,1794,1,0,0,7,NULL,NULL
2135,2256,1,0,0,7,NULL,NULL
2272,1494,3,1,0,21,7,NULL
543,2103,1,0,0,6,NULL,NULL
1494,1804,12,10,7,245,124,83
1422,1972,11,3,4,152,58,40
246,1141,2,1,0,21,13,NULL
1217,1424,1,1,1,75,47,24
1482,49,1,0,0,6,NULL,NULL
1523,960,2,0,0,13,NULL,NULL
1845,1165,1,0,1,7,NULL,7
1850,258,1,0,0,6,NULL,NULL
64,77,1,0,0,6,NULL,NULL
1151,251,2,1,1,45,11,21
1567,1408,1,0,1,6,NULL,6
863,1710,1,0,1,6,NULL,6
1899,984,1,0,0,7,NULL,NULL
235,973,1,0,0,7,NULL,NULL
832,1996,1,0,0,6,NULL,NULL
115,585,1,0,1,6,NULL,6
240,66,3,2,0,22,12,NULL
656,1223,1,0,1,7,NULL,7
295,1466,1,0,0,9,NULL,NULL
1409,1833,3,0,1,20,NULL,6
1223,295,1,0,0,6,NULL,NULL
297,1437,2,1,1,54,26,22
1977,1702,1,0,0,6,NULL,NULL
2020,1565,1,0,1,20,NULL,11
1507,1127,1,0,0,6,NULL,NULL
329,1736,1,0,1,8,NULL,7
268,2258,1,0,0,6,NULL,NULL
82,2108,1,0,0,7,NULL,NULL
248,296,1,0,0,6,NULL,NULL
1461,104,1,1,0,6,6,NULL
115,1166,1,1,1,56,24,24
664,1845,4,1,1,36,8,10
1173,584,1,0,0,6,NULL,NULL
1720,1481,1,1,0,6,6,NULL
2052,2076,1,0,0,6,NULL,NULL
635,64,1,0,0,6,NULL,NULL
409,364,1,0,0,8,NULL,NULL
2063,612,1,0,0,6,NULL,NULL
1849,65,1,0,0,8,NULL,NULL
590,1461,2,0,0,13,NULL,NULL
1136,980,1,0,0,6,NULL,NULL
2271,1716,1,0,0,7,NULL,NULL
1817,1661,1,0,0,6,NULL,NULL
1228,1217,2,0,1,13,NULL,6
1424,543,1,0,0,6,NULL,NULL
866,586,1,0,0,8,NULL,NULL
2103,2149,1,1,1,16,6,9
848,862,1,0,0,13,NULL,NULL
1156,1783,1,0,0,6,NULL,NULL
2268,1801,1,0,0,6,NULL,NULL
22,533,2,2,0,28,24,NULL
1459,319,2,0,0,12,NULL,NULL
65,1535,1,0,0,6,NULL,NULL
1122,1825,2,2,0,32,25,NULL
227,1141,1,1,0,6,6,NULL
917,1217,4,1,1,37,6,9
2120,2032,1,0,0,7,NULL,NULL
1998,1155,1,0,0,6,NULL,NULL
2242,2056,2,0,2,13,NULL,12
2037,1448,1,0,0,6,NULL,NULL
19,249,1,0,0,6,NULL,NULL
86,1735,2,0,0,27,NULL,NULL
902,1800,1,0,0,6,NULL,NULL
974,1426,1,1,0,8,8,NULL
1169,2139,1,0,0,8,NULL,NULL
1555,2264,1,0,0,12,NULL,NULL
1435,2268,1,0,0,7,NULL,NULL
66,1983,1,0,0,6,NULL,NULL
2119,1169,1,1,0,6,6,NULL
1152,2279,2,1,1,35,9,15
86,553,1,0,0,7,NULL,NULL
568,1157,1,0,0,8,NULL,NULL
1144,1030,1,0,0,6,NULL,NULL
1155,1750,2,0,0,12,NULL,NULL
329,1590,1,0,0,6,NULL,NULL
80,583,1,0,0,6,NULL,NULL
1545,357,2,0,1,16,NULL,9
1002,1414,1,0,0,6,NULL,NULL
2058,1671,8,4,3,198,55,69
355,551,1,0,0,6,NULL,NULL
240,2104,3,0,0,18,NULL,NULL
2268,988,1,0,1,6,NULL,6
1290,556,1,0,0,6,NULL,NULL
283,89,1,0,0,6,NULL,NULL
1731,1600,1,0,0,7,NULL,NULL
923,2000,1,1,0,8,7,NULL
409,261,1,0,1,6,NULL,6
677,2253,1,0,0,6,NULL,NULL
1611,1427,2,0,0,16,NULL,NULL
1598,1454,1,0,0,7,NULL,NULL
915,1558,1,0,0,6,NULL,NULL
2096,526,2,0,2,24,NULL,18
2131,1507,1,0,0,6,NULL,NULL
1216,1463,2,0,1,21,NULL,12
533,966,1,0,0,6,NULL,NULL
874,1214,10,4,3,125,51,28
1180,249,1,0,0,7,NULL,NULL
1437,1721,1,0,0,6,NULL,NULL
2051,1860,1,0,0,26,NULL,NULL
865,138,1,0,0,6,NULL,NULL
2008,2272,1,0,0,6,NULL,NULL
1838,1440,1,0,0,9,NULL,NULL
1393,248,1,0,0,7,NULL,NULL
65,960,2,0,0,14,NULL,NULL
980,1004,1,0,0,6,NULL,NULL
98,261,1,0,0,14,NULL,NULL
429,22,1,1,0,6,6,NULL
543,1453,1,0,0,6,NULL,NULL
1016,1826,1,0,0,6,NULL,NULL
653,564,1,0,0,6,NULL,NULL
2085,6,1,0,0,7,NULL,NULL
1448,612,1,0,1,8,NULL,6
1781,1208,1,0,0,6,NULL,NULL
610,1551,1,1,1,23,14,6
862,853,12,2,1,101,19,6
552,2105,1,0,1,6,NULL,6
1723,2000,1,0,0,6,NULL,NULL
1720,1710,4,3,3,133,67,57
249,2149,1,1,0,8,8,NULL
1145,241,1,0,0,6,NULL,NULL
555,1399,2,0,0,13,NULL,NULL
1740,2069,1,0,0,7,NULL,NULL
1435,1246,2,1,1,79,8,21
853,1014,1,0,0,6,NULL,NULL
712,1422,1,0,0,7,NULL,NULL
1409,319,4,0,1,27,NULL,7
1448,2026,1,0,0,6,NULL,NULL
691,1431,1,1,0,18,15,NULL
1021,1142,8,7,1,130,100,12
1746,1438,2,0,0,13,NULL,NULL
1174,2297,3,1,2,41,7,26
1314,1232,1,0,0,7,NULL,NULL
968,251,1,1,0,6,6,NULL
1274,1719,2,0,0,13,NULL,NULL
868,2028,10,7,6,188,68,91
2008,858,4,1,4,100,23,61
915,960,1,0,0,6,NULL,NULL
1804,277,2,0,0,12,NULL,NULL
2287,1535,1,0,0,6,NULL,NULL
1283,562,1,0,0,6,NULL,NULL
848,2273,1,0,1,6,NULL,6
2104,364,1,0,0,6,NULL,NULL
20,2085,1,0,0,6,NULL,NULL
664,1290,1,0,0,8,NULL,NULL
90,1445,1,1,0,8,8,NULL
910,1223,1,0,1,9,NULL,6
853,2010,1,0,0,7,NULL,NULL
1555,246,1,0,1,13,NULL,13
584,409,15,3,6,223,41,127
1558,1735,3,0,0,18,NULL,NULL
2052,2070,4,0,0,29,NULL,NULL
259,2253,1,1,0,6,6,NULL
1000,550,1,0,0,6,NULL,NULL
292,2161,1,1,0,21,21,NULL
285,953,1,0,0,7,NULL,NULL
1424,337,3,0,0,22,NULL,NULL
82,1447,1,1,0,8,7,NULL
2104,1752,2,0,0,13,NULL,NULL
961,42,1,0,0,7,NULL,NULL
1556,662,1,0,0,6,NULL,NULL
533,1590,1,1,0,6,6,NULL
1302,688,4,1,2,38,9,15
1843,1177,1,0,0,7,NULL,NULL
2014,1014,1,0,0,6,NULL,NULL
1273,1274,1,1,0,7,7,NULL
406,1165,3,1,1,57,17,6
1722,1137,1,0,0,7,NULL,NULL
569,2017,1,0,0,6,NULL,NULL
1160,1576,1,0,0,7,NULL,NULL
620,89,1,0,0,6,NULL,NULL
2023,999,4,0,0,28,NULL,NULL
587,613,1,0,1,6,NULL,6
2066,862,1,1,1,16,6,7
1205,1567,3,0,1,26,NULL,8
546,910,1,0,0,6,NULL,NULL
999,42,1,0,0,6,NULL,NULL
1845,853,1,0,0,6,NULL,NULL
1421,1301,1,0,0,6,NULL,NULL
1138,2056,1,0,0,6,NULL,NULL
235,661,1,1,0,9,8,NULL
543,2000,1,0,0,6,NULL,NULL
235,269,1,0,1,7,NULL,7
115,2288,4,2,2,149,55,47
1012,1174,2,2,0,18,18,NULL
830,2134,1,0,0,6,NULL,NULL
2070,569,2,0,0,16,NULL,NULL
658,1274,7,3,2,66,18,20
2149,2273,1,0,0,6,NULL,NULL
2096,1004,1,0,0,6,NULL,NULL
1433,1424,1,0,1,9,NULL,6
255,230,1,1,1,64,29,31
2288,620,2,0,1,20,NULL,11
1567,1517,16,7,6,233,73,92
319,2265,4,2,0,27,12,NULL
1119,1661,1,0,0,10,NULL,NULL
1399,550,7,4,4,206,54,114
1202,241,3,0,2,40,NULL,15
396,1983,1,0,1,11,NULL,6
1233,974,1,0,1,8,NULL,8
106,76,15,1,2,136,6,26
1143,1541,1,0,1,12,NULL,7
257,1801,6,2,0,46,17,NULL
1878,561,1,0,1,6,NULL,6
2085,633,2,0,0,14,NULL,NULL
553,555,3,0,2,130,NULL,81
1824,327,2,2,1,82,36,32
420,844,1,0,1,9,NULL,7
555,526,2,1,1,28,11,11
682,135,2,0,2,27,NULL,25
1583,1977,1,0,1,7,NULL,6
2005,2005,180,98,104,4232,1561,1857
1848,1996,1,0,1,8,NULL,7
2268,862,2,0,1,32,NULL,13
1205,1590,1,0,0,6,NULL,NULL
2048,2048,14,8,2,136,77,14
2070,546,1,0,0,7,NULL,NULL
262,682,1,0,0,6,NULL,NULL
337,1448,1,0,0,6,NULL,NULL
1401,1517,1,0,0,24,NULL,NULL
1155,256,1,0,0,8,NULL,NULL
552,1169,1,0,0,6,NULL,NULL
1783,1016,1,0,0,6,NULL,NULL
265,1427,1,0,1,15,NULL,14
688,629,2,0,2,20,NULL,12
825,651,1,0,1,9,NULL,6
300,2268,1,0,0,8,NULL,NULL
2083,1492,3,3,0,71,67,NULL
1817,871,3,1,0,24,7,NULL
1541,269,5,2,3,107,25,42
860,1068,1,0,0,7,NULL,NULL
257,1409,2,0,0,13,NULL,NULL
1703,1134,2,2,2,77,19,39
716,1825,1,0,1,7,NULL,6
1709,420,1,1,0,8,8,NULL
2085,656,1,0,0,6,NULL,NULL
1400,540,1,0,0,7,NULL,NULL
854,417,1,0,0,10,NULL,NULL
862,43,5,0,1,43,NULL,8
1743,2110,1,0,0,7,NULL,NULL
2121,874,1,1,0,14,6,NULL
2085,836,1,0,0,6,NULL,NULL
2110,1499,1,0,0,6,NULL,NULL
438,256,1,0,0,6,NULL,NULL
553,1159,1,0,0,7,NULL,NULL
90,1820,1,0,1,7,NULL,7
694,284,1,0,1,13,NULL,7
17,6,1,0,0,7,NULL,NULL
825,439,1,0,0,7,NULL,NULL
1146,2263,2,0,2,52,NULL,43
104,105,2,0,0,12,NULL,NULL
261,1325,1,0,0,6,NULL,NULL
2128,2302,1,0,0,6,NULL,NULL
1162,290,1,0,0,6,NULL,NULL
256,2026,7,2,1,53,12,6
853,848,2,0,0,16,NULL,NULL
1301,704,1,0,0,6,NULL,NULL
115,64,1,0,0,6,NULL,NULL
1842,2152,1,1,0,10,6,NULL
691,1142,1,0,1,7,NULL,7
1598,1228,1,0,0,6,NULL,NULL
554,1140,1,0,0,6,NULL,NULL
48,1157,1,0,1,6,NULL,6
1262,319,1,1,0,6,6,NULL
1225,346,18,9,12,400,113,203
385,1815,1,0,0,6,NULL,NULL
457,651,1,0,0,6,NULL,NULL
1787,520,1,0,1,24,NULL,23
999,858,1,1,0,7,6,NULL
16,22,4,1,0,24,6,NULL
635,1166,1,0,0,6,NULL,NULL
70,70,102,56,71,3341,1191,1586
155,2010,12,5,5,262,103,83
1800,1437,3,1,2,40,10,15
1977,1788,1,0,1,6,NULL,6
1850,553,1,0,0,7,NULL,NULL
1024,1721,1,0,1,6,NULL,6
2265,515,2,0,1,16,NULL,6
1437,1555,1,1,0,7,6,NULL
882,2028,1,0,0,8,NULL,NULL
2261,2010,3,1,1,160,79,41
2092,481,1,0,1,7,NULL,7
357,230,4,0,0,31,NULL,NULL
668,2265,1,0,1,6,NULL,6
1702,569,1,0,0,25,NULL,NULL
419,668,3,1,0,34,15,NULL
836,2024,1,1,0,7,7,NULL
1576,239,1,0,0,6,NULL,NULL
877,2293,5,1,1,36,6,7
1255,1661,1,0,0,6,NULL,NULL
262,816,1,0,0,6,NULL,NULL
1723,2108,1,0,0,7,NULL,NULL
860,17,2,0,1,16,NULL,9
1140,1534,1,0,0,6,NULL,NULL
854,1750,1,0,1,15,NULL,8
2281,1172,5,0,1,47,NULL,9
541,391,1,0,0,10,NULL,NULL
1850,77,1,0,0,6,NULL,NULL
1227,1487,1,0,0,6,NULL,NULL
105,867,1,0,1,9,NULL,7
1266,1995,24,9,8,331,154,103
415,2131,1,0,0,6,NULL,NULL
269,2121,1,1,0,8,6,NULL
364,3,1,0,0,6,NULL,NULL
1435,1151,4,1,0,45,11,NULL
1173,257,1,1,0,7,6,NULL
295,561,1,0,1,11,NULL,10
402,1560,4,3,0,56,42,NULL
2270,1150,2,0,0,15,NULL,NULL
1134,1246,1,0,0,7,NULL,NULL
2056,580,1,0,0,6,NULL,NULL
329,1409,6,1,1,47,11,8
715,406,1,0,0,6,NULL,NULL
1283,258,6,1,6,135,40,78
1437,1517,3,1,1,79,39,20
2271,1598,3,2,2,47,14,23
439,1433,1,0,1,8,NULL,6
1833,294,1,0,0,6,NULL,NULL
343,908,5,2,1,45,16,6
1671,611,2,0,0,18,NULL,NULL
816,568,1,1,0,6,6,NULL
439,1410,1,0,0,6,NULL,NULL
1145,246,5,0,1,37,NULL,6
1145,1451,1,0,1,12,NULL,11
1460,563,1,0,0,6,NULL,NULL
725,1998,2,0,1,12,NULL,6
1848,916,2,1,1,49,22,20
2293,2300,3,0,1,22,NULL,6
664,2085,1,0,0,6,NULL,NULL
2292,1460,31,6,7,340,59,73
959,915,1,0,0,6,NULL,NULL
36,1740,1,0,0,6,NULL,NULL
1002,712,2,0,1,18,NULL,7
1414,974,1,1,0,6,6,NULL
1804,73,1,1,0,7,6,NULL
830,2262,1,0,0,6,NULL,NULL
2069,1174,1,1,0,7,7,NULL
1735,631,1,0,0,7,NULL,NULL
624,1736,17,1,2,122,6,12
1466,633,1,1,0,7,7,NULL
252,1425,1,1,0,6,6,NULL
2256,2258,1,0,0,6,NULL,NULL
295,953,1,0,0,11,NULL,NULL
1817,37,2,0,0,13,NULL,NULL
1440,1409,1,0,0,6,NULL,NULL
297,297,2,0,2,25,NULL,16
858,1437,1,0,0,6,NULL,NULL
64,1121,1,0,0,6,NULL,NULL
1155,633,1,0,0,7,NULL,NULL
1160,2096,1,0,0,6,NULL,NULL
620,612,12,2,4,127,15,38
858,1460,8,1,5,101,6,61
583,287,1,0,0,6,NULL,NULL
420,371,1,0,1,7,NULL,7
1255,662,1,0,0,6,NULL,NULL
1119,1414,2,1,2,103,62,35
1014,2278,1,0,0,6,NULL,NULL
689,1574,1,0,1,6,NULL,6
1446,251,1,0,0,7,NULL,NULL
552,98,1,1,0,6,6,NULL
2026,1454,1,0,1,24,NULL,15
1203,4,1,0,1,6,NULL,6
2083,66,1,1,0,6,6,NULL
1000,1551,3,0,0,22,NULL,NULL
520,583,1,0,0,6,NULL,NULL
1068,285,21,8,8,352,99,133
340,1116,1,0,0,7,NULL,NULL
2120,1413,5,1,3,69,8,36
1983,429,1,0,0,7,NULL,NULL
2070,677,1,1,0,7,7,NULL
585,836,1,0,0,7,NULL,NULL
1699,1804,1,0,0,6,NULL,NULL
1156,1971,1,0,0,7,NULL,NULL
2121,2253,1,0,1,6,NULL,6
959,2120,2,0,0,13,NULL,NULL
246,1555,1,0,1,13,NULL,13
1448,2037,1,0,0,6,NULL,NULL
1426,682,1,1,0,6,6,NULL
2052,1291,1,1,1,76,33,30
1130,1144,1,1,0,8,8,NULL
677,2049,1,0,0,6,NULL,NULL
1151,322,3,1,1,46,10,14
2010,1804,1,0,0,6,NULL,NULL
246,1163,1,0,0,7,NULL,NULL
420,577,1,1,0,6,6,NULL
2111,2258,1,0,0,10,NULL,NULL
2022,1750,1,0,0,6,NULL,NULL
1556,1878,1,1,1,30,12,8
564,430,2,0,0,13,NULL,NULL
564,1449,1,0,0,6,NULL,NULL
2056,1416,1,0,0,9,NULL,NULL
1162,2047,1,0,0,7,NULL,NULL
2256,844,19,8,6,387,189,71
1731,712,1,1,0,7,7,NULL
1972,2242,1,0,0,6,NULL,NULL
76,248,5,0,1,32,NULL,7
1159,552,1,0,1,6,NULL,6
2037,248,1,0,0,6,NULL,NULL
1671,1424,1,1,1,63,14,43
16,960,2,0,0,12,NULL,NULL
2270,552,1,0,0,7,NULL,NULL
2256,2264,1,0,1,6,NULL,6
364,1998,2,0,0,12,NULL,NULL
568,953,1,0,0,6,NULL,NULL
1562,537,1,0,0,6,NULL,NULL
1436,1882,1,0,1,8,NULL,6
1661,2242,2,0,1,20,NULL,10
2289,569,3,0,0,21,NULL,NULL
864,1722,3,2,0,46,20,NULL
1858,2254,1,1,1,15,9,6
64,25,1,0,0,8,NULL,NULL
1492,1781,1,0,0,7,NULL,NULL
1068,2020,1,0,0,6,NULL,NULL
526,1813,1,0,0,6,NULL,NULL
241,1850,1,0,0,7,NULL,NULL
1882,90,1,0,1,6,NULL,6
2299,2299,69,39,47,2967,1232,1150
864,1436,1,0,0,6,NULL,NULL
1815,1223,1,0,0,6,NULL,NULL
1580,2288,2,1,0,17,6,NULL
555,1410,2,1,0,14,6,NULL
241,230,2,0,0,18,NULL,NULL
267,267,70,39,44,1771,713,722
1459,1143,1,0,0,6,NULL,NULL
1217,1023,1,0,0,7,NULL,NULL
1481,680,1,0,0,6,NULL,NULL
2022,860,1,0,0,6,NULL,NULL
553,48,1,1,0,6,6,NULL
1140,1454,1,0,0,6,NULL,NULL
1539,1205,1,0,0,8,NULL,NULL
858,1177,15,6,6,171,44,64
1721,457,74,44,46,1396,509,622
2244,17,1,0,0,7,NULL,NULL
2291,254,1,0,0,6,NULL,NULL
1746,261,3,0,1,29,NULL,6
1408,1611,1,0,0,7,NULL,NULL
1786,610,1,0,0,6,NULL,NULL
336,336,92,68,60,4247,2277,1566
1972,545,1,0,0,7,NULL,NULL
67,836,1,0,0,6,NULL,NULL
867,624,2,0,0,12,NULL,NULL
629,1187,1,0,0,7,NULL,NULL
2047,1162,1,0,0,7,NULL,NULL
61,946,1,0,0,8,NULL,NULL
1562,666,1,0,0,7,NULL,NULL
2161,292,1,1,0,7,7,NULL
287,42,3,0,2,24,NULL,12
230,832,1,0,0,7,NULL,NULL
1202,86,1,0,0,6,NULL,NULL
1435,2096,1,0,0,7,NULL,NULL
2281,680,1,0,0,7,NULL,NULL
1804,2,1,0,1,14,NULL,10
246,1899,1,0,0,7,NULL,NULL
1740,583,1,0,0,8,NULL,NULL
138,409,2,0,0,12,NULL,NULL
1030,16,1,0,1,6,NULL,6
248,825,7,2,6,145,25,98
1715,988,1,0,1,11,NULL,10
1600,832,1,0,0,6,NULL,NULL
832,1137,1,0,0,6,NULL,NULL
1589,1314,10,3,4,239,42,81
902,1422,1,0,0,6,NULL,NULL
2014,1022,1,0,0,6,NULL,NULL
1454,1014,1,0,0,6,NULL,NULL
826,277,1,0,0,6,NULL,NULL
974,1858,12,7,3,196,95,45
2048,2131,1,0,0,6,NULL,NULL
2301,246,1,0,0,7,NULL,NULL
1752,105,1,0,0,6,NULL,NULL
1731,1448,2,0,0,13,NULL,NULL
2092,1746,1,0,0,8,NULL,NULL
561,1878,1,0,1,6,NULL,6
836,664,1,0,1,7,NULL,6
1414,688,2,0,2,15,NULL,12
1565,43,1,0,1,24,NULL,18
1223,2281,1,0,0,6,NULL,NULL
2253,91,2,0,0,17,NULL,NULL
1410,1794,1,0,0,6,NULL,NULL
2096,248,1,0,0,7,NULL,NULL
1243,1461,2,0,0,13,NULL,NULL
2292,1804,1,0,0,6,NULL,NULL
910,836,1,0,0,7,NULL,NULL
2272,25,1,0,0,6,NULL,NULL
2262,1845,1,1,0,6,6,NULL
585,1157,1,0,0,10,NULL,NULL
2020,1725,1,0,0,6,NULL,NULL
1460,2292,33,7,5,348,66,61
283,1729,1,0,1,6,NULL,6
1548,1173,1,0,0,6,NULL,NULL
299,589,4,0,0,27,NULL,NULL
1002,844,1,1,0,6,6,NULL
1454,1429,1,0,0,6,NULL,NULL
2047,1583,1,0,0,6,NULL,NULL
328,80,1,1,0,7,6,NULL
1228,1729,1,0,1,10,NULL,6
385,1122,1,1,0,7,7,NULL
355,980,2,0,1,13,NULL,7
1531,2000,1,0,0,10,NULL,NULL
1750,1179,3,0,2,31,NULL,12
1565,853,13,6,6,338,119,126
1998,2002,1,1,1,63,23,26
105,999,2,0,0,13,NULL,NULL
406,406,123,58,66,4655,1633,1658
1702,1024,1,0,0,13,NULL,NULL
1155,1160,1,0,0,8,NULL,NULL
1442,261,1,0,0,8,NULL,NULL
1422,712,1,0,0,7,NULL,NULL
337,1751,1,0,0,6,NULL,NULL
1414,665,1,0,0,6,NULL,NULL
517,1845,1,0,0,7,NULL,NULL
391,385,10,2,3,84,14,20
613,1560,2,0,0,13,NULL,NULL
1580,1870,8,5,4,356,128,174
2261,295,1,0,0,8,NULL,NULL
2258,1136,1,0,1,6,NULL,6
406,1216,1,0,0,6,NULL,NULL
1487,550,1,0,0,8,NULL,NULL
834,716,1,1,0,10,6,NULL
712,357,4,0,1,33,NULL,11
1416,1661,3,0,0,20,NULL,NULL
1738,2026,1,1,1,49,15,17
1451,1145,2,0,2,15,NULL,14
1842,557,1,1,0,6,6,NULL
1737,296,50,45,25,1305,746,446
1401,17,2,0,0,13,NULL,NULL
370,580,1,0,0,6,NULL,NULL
1151,1845,2,0,1,23,NULL,6
1243,2268,3,3,0,63,46,NULL
1752,1548,2,1,0,24,7,NULL
1583,239,1,0,0,6,NULL,NULL
295,2270,1,0,1,8,NULL,6
915,1781,42,19,20,706,293,267
1159,1858,1,0,0,6,NULL,NULL
946,1438,1,0,0,6,NULL,NULL
1176,1535,12,3,3,149,31,38
553,718,1,0,0,7,NULL,NULL
2291,1030,1,0,0,7,NULL,NULL
2294,716,1,1,0,6,6,NULL
2269,1825,2,1,0,15,7,NULL
965,980,1,0,0,6,NULL,NULL
995,1022,1,1,0,9,8,NULL
1017,854,1,1,1,17,6,9
1576,1021,1,0,1,42,NULL,28
1130,2029,1,0,0,6,NULL,NULL
131,2027,1,0,0,6,NULL,NULL
1172,1427,1,0,0,6,NULL,NULL
1677,287,1,1,1,25,9,15
1752,2032,4,0,0,26,NULL,NULL
1845,20,1,1,0,6,6,NULL
223,223,28,20,12,496,297,154
2142,1446,1,0,0,6,NULL,NULL
1739,1461,10,1,0,80,6,NULL
1171,1171,2,2,2,77,14,57
337,641,1,0,1,7,NULL,6
1996,703,1,0,1,6,NULL,6
2110,1121,1,0,0,6,NULL,NULL
1781,1443,1,0,0,6,NULL,NULL
2254,1598,1,0,0,6,NULL,NULL
1661,1842,2,0,0,12,NULL,NULL
258,1204,1,0,0,7,NULL,NULL
653,1560,3,0,1,22,NULL,7
1024,38,1,0,1,7,NULL,7
611,1163,1,0,0,6,NULL,NULL
2293,294,22,3,9,253,20,99
860,1609,1,0,0,11,NULL,NULL
1845,438,1,0,0,22,NULL,NULL
338,2056,1,1,0,32,25,NULL
1401,481,1,0,0,7,NULL,NULL
1004,2066,1,0,1,17,NULL,14
