Source,Target,Weight,freqT1,freqT2,times,timesT1,timesT2
1820,1737,2,0,2,12,NULL,12
2252,555,2,2,1,82,27,26
552,1714,1,0,0,7,NULL,NULL
1671,862,1,0,0,7,NULL,NULL
1555,1804,1,1,0,11,7,NULL
2017,1843,1,0,0,6,NULL,NULL
1134,143,1,1,0,7,7,NULL
677,568,3,1,2,29,6,17
1409,254,2,1,0,13,6,NULL
1750,1750,116,68,64,3233,1332,1103
1382,568,1,0,0,6,NULL,NULL
2131,867,1,0,1,8,NULL,8
2058,653,1,0,0,8,NULL,NULL
4,836,1,0,1,7,NULL,7
545,2258,1,1,0,17,13,NULL
553,261,1,0,0,6,NULL,NULL
1002,233,2,0,0,15,NULL,NULL
340,1719,1,0,0,8,NULL,NULL
1218,336,1,0,0,6,NULL,NULL
319,65,1,0,0,7,NULL,NULL
1817,577,1,0,0,6,NULL,NULL
420,974,1,0,0,6,NULL,NULL
340,1507,5,1,1,33,6,6
1302,82,1,0,0,6,NULL,NULL
1401,651,2,1,0,13,6,NULL
988,239,1,0,0,7,NULL,NULL
2146,1157,1,0,0,6,NULL,NULL
2121,580,6,0,1,64,NULL,12
1828,556,6,2,4,118,37,46
2161,90,1,0,0,8,NULL,NULL
2095,2272,1,0,1,6,NULL,6
564,240,2,0,1,12,NULL,6
689,1736,1,0,0,6,NULL,NULL
1737,2161,1,0,0,9,NULL,NULL
336,1800,1,0,0,8,NULL,NULL
2003,1849,1,1,0,44,37,NULL
287,1177,10,1,3,86,6,19
1302,718,8,7,0,85,62,NULL
2000,838,1,0,0,7,NULL,NULL
285,2128,2,1,1,39,11,8
2096,1555,1,0,0,8,NULL,NULL
1722,1791,1,1,1,29,20,9
1283,1943,1,0,0,6,NULL,NULL
1753,1004,2,2,2,111,46,62
1541,846,1,0,0,6,NULL,NULL
393,1786,1,1,0,16,14,NULL
2107,409,1,1,0,7,7,NULL
2022,43,1,0,0,8,NULL,NULL
854,862,1,0,0,6,NULL,NULL
703,348,2,1,0,12,6,NULL
6,1497,1,0,0,10,NULL,NULL
2025,711,1,0,0,6,NULL,NULL
1174,2121,1,0,0,7,NULL,NULL
1725,1016,1,1,0,12,9,NULL
1433,1165,2,0,0,21,NULL,NULL
960,254,1,0,0,6,NULL,NULL
229,555,1,1,0,9,9,NULL
101,515,1,0,0,6,NULL,NULL
1448,2271,4,0,0,27,NULL,NULL
1517,1567,16,7,6,224,68,89
1466,1972,2,1,0,12,6,NULL
1141,1122,2,1,0,23,17,NULL
439,293,1,0,1,8,NULL,6
106,106,95,38,52,2834,849,1218
1150,1422,1,0,0,7,NULL,NULL
1000,972,15,9,7,501,214,177
1163,2139,1,0,0,6,NULL,NULL
520,4,1,0,1,8,NULL,8
1886,1817,1,0,1,10,NULL,7
76,2085,1,0,1,18,NULL,9
1831,1413,1,0,0,6,NULL,NULL
2281,115,1,0,0,7,NULL,NULL
1446,1590,3,3,0,60,57,NULL
875,1600,1,0,0,6,NULL,NULL
1024,251,1,0,1,7,NULL,7
2014,1442,2,0,0,25,NULL,NULL
17,1556,1,0,0,6,NULL,NULL
1136,226,1,0,1,31,NULL,29
1301,439,13,10,8,360,192,138
251,965,1,0,0,7,NULL,NULL
1325,1138,1,0,0,6,NULL,NULL
2262,2047,1,0,0,7,NULL,NULL
336,1431,1,0,1,6,NULL,6
2095,1883,1,0,1,8,NULL,6
1740,917,5,0,2,41,NULL,12
612,1217,6,0,3,54,NULL,25
2021,1791,3,2,1,60,18,25
1437,1290,1,0,0,6,NULL,NULL
1430,1150,3,1,0,18,6,NULL
346,2110,1,0,0,6,NULL,NULL
515,1833,1,0,0,6,NULL,NULL
1733,230,1,0,0,6,NULL,NULL
287,582,1,0,1,6,NULL,6
716,1142,1,0,0,6,NULL,NULL
1558,1144,1,0,0,6,NULL,NULL
1699,687,1,1,1,43,8,26
1716,616,1,0,0,11,NULL,NULL
1429,2268,1,0,0,6,NULL,NULL
1820,541,1,0,1,11,NULL,11
2258,1530,1,0,0,6,NULL,NULL
2070,1226,1,0,0,6,NULL,NULL
2121,2026,1,0,0,9,NULL,NULL
230,227,4,0,3,26,NULL,19
1794,604,1,0,1,6,NULL,6
2120,419,3,1,0,22,8,NULL
1181,658,1,0,0,6,NULL,NULL
1845,1825,2,1,0,14,7,NULL
285,946,1,0,0,6,NULL,NULL
526,1394,1,1,0,13,10,NULL
2085,2017,1,1,0,7,6,NULL
2093,20,12,6,7,185,56,72
378,1831,1,1,0,17,17,NULL
2014,1227,1,0,0,6,NULL,NULL
688,1177,3,0,2,26,NULL,13
1677,2066,3,0,0,18,NULL,NULL
653,319,2,0,0,12,NULL,NULL
1228,1433,2,0,0,13,NULL,NULL
1535,2267,1,0,0,7,NULL,NULL
257,1565,3,1,2,53,11,30
77,661,1,0,0,6,NULL,NULL
20,1021,1,0,0,7,NULL,NULL
1122,449,1,1,0,6,6,NULL
1528,246,1,0,1,6,NULL,6
2048,515,1,0,0,7,NULL,NULL
1301,1976,1,0,0,6,NULL,NULL
1228,348,2,0,0,14,NULL,NULL
2012,1708,1,0,0,11,NULL,NULL
825,1737,1,0,1,6,NULL,6
1848,2292,1,1,0,6,6,NULL
77,1794,2,0,0,12,NULL,NULL
2048,907,3,2,1,36,22,8
2254,251,4,2,0,38,14,NULL
1177,43,6,1,3,62,8,22
419,343,1,0,0,7,NULL,NULL
240,1833,5,0,3,31,NULL,19
1166,1899,6,1,2,61,9,22
1719,2265,5,2,4,90,31,45
1401,980,1,0,0,6,NULL,NULL
1899,1177,1,0,0,6,NULL,NULL
1159,860,1,0,0,7,NULL,NULL
1786,1828,1,0,0,6,NULL,NULL
91,2103,3,2,1,94,68,12
1392,1387,1,0,0,6,NULL,NULL
1565,1424,8,4,5,182,34,89
584,1558,3,0,0,19,NULL,NULL
2069,858,2,1,1,30,9,13
543,853,2,1,2,45,15,27
1177,1878,1,0,0,6,NULL,NULL
875,1033,1,1,0,8,6,NULL
1136,1150,1,0,0,7,NULL,NULL
1781,319,1,0,0,7,NULL,NULL
43,2128,5,1,0,41,6,NULL
1173,1169,2,1,0,33,16,NULL
1590,2104,7,4,6,135,43,83
1223,439,2,1,1,20,7,7
89,712,1,0,0,6,NULL,NULL
844,2109,1,0,0,7,NULL,NULL
285,1850,1,0,0,6,NULL,NULL
1137,1137,23,10,12,496,193,205
405,246,2,0,0,15,NULL,NULL
838,227,4,1,3,33,6,21
1725,1159,1,0,1,12,NULL,12
1720,2252,5,1,3,55,10,24
1517,61,1,1,0,12,10,NULL
1391,616,1,0,0,6,NULL,NULL
1401,611,1,0,0,6,NULL,NULL
1460,2119,9,3,4,200,63,83
974,73,1,0,0,7,NULL,NULL
1134,1202,1,0,1,6,NULL,6
370,1609,12,4,9,262,76,125
1136,546,1,0,0,6,NULL,NULL
704,2152,1,0,1,10,NULL,8
1177,853,9,5,7,138,49,71
841,972,1,1,1,49,16,17
226,554,1,0,0,6,NULL,NULL
1781,2131,1,1,0,10,6,NULL
1791,1516,10,3,5,203,46,103
1325,625,2,0,1,17,NULL,8
1611,612,2,0,0,12,NULL,NULL
1791,520,1,0,0,6,NULL,NULL
1801,283,1,1,0,6,6,NULL
1825,1583,1,0,1,8,NULL,8
101,658,16,6,3,347,122,105
2055,1179,1,1,0,6,6,NULL
1290,1204,1,0,0,6,NULL,NULL
863,2295,18,6,6,333,109,105
396,653,2,0,1,12,NULL,6
64,662,1,0,0,6,NULL,NULL
1414,1723,1,1,0,6,6,NULL
2096,255,2,2,0,55,54,NULL
1140,1255,2,0,1,12,NULL,6
553,2056,4,0,3,29,NULL,18
2085,2134,1,0,0,6,NULL,NULL
980,965,1,0,0,8,NULL,NULL
966,1449,3,1,0,19,6,NULL
645,621,1,0,0,10,NULL,NULL
1661,143,1,0,0,6,NULL,NULL
1507,2104,47,18,19,970,283,420
565,974,1,0,1,7,NULL,6
293,1482,1,0,0,6,NULL,NULL
1868,1257,1,0,0,6,NULL,NULL
239,246,1,0,1,14,NULL,11
1414,1119,1,1,1,102,65,30
1024,2017,1,0,0,7,NULL,NULL
1169,858,1,0,0,6,NULL,NULL
2007,1227,1,0,1,6,NULL,6
1243,1030,1,0,0,6,NULL,NULL
1735,1735,115,55,57,2254,798,935
1151,1446,1,0,1,7,NULL,6
970,1972,1,0,1,7,NULL,7
262,357,1,0,0,6,NULL,NULL
1817,1745,4,1,2,104,26,26
1541,1143,1,0,1,11,NULL,7
1709,2110,2,2,2,48,19,22
830,830,63,26,26,923,454,276
101,1262,1,0,0,6,NULL,NULL
226,1158,1,0,1,10,NULL,9
2032,2282,1,0,1,7,NULL,7
143,1158,1,1,1,22,6,15
864,261,3,1,0,30,12,NULL
1448,550,1,1,0,6,6,NULL
1068,1446,1,0,0,6,NULL,NULL
565,582,1,0,0,7,NULL,NULL
860,1158,1,0,0,6,NULL,NULL
25,718,3,1,0,28,14,NULL
1740,1824,1,0,0,6,NULL,NULL
1661,1139,1,0,0,6,NULL,NULL
2300,624,3,0,1,23,NULL,6
995,1232,1,0,0,6,NULL,NULL
1708,105,1,0,0,6,NULL,NULL
908,294,1,0,0,6,NULL,NULL
321,1487,1,0,0,6,NULL,NULL
1583,1228,2,1,0,13,6,NULL
646,611,1,1,0,6,6,NULL
391,541,1,0,0,6,NULL,NULL
1030,653,13,4,5,172,59,54
1783,871,3,0,2,23,NULL,15
902,639,8,5,6,188,76,82
2253,662,1,0,0,7,NULL,NULL
1750,1813,1,1,0,31,21,NULL
227,1720,1,0,0,9,NULL,NULL
2014,611,1,0,0,6,NULL,NULL
1262,1983,1,0,0,6,NULL,NULL
439,295,1,0,0,7,NULL,NULL
364,70,1,0,0,6,NULL,NULL
884,992,6,1,3,77,10,23
240,1787,2,0,0,12,NULL,NULL
2288,1448,1,0,0,7,NULL,NULL
249,839,3,0,1,30,NULL,9
329,689,1,0,0,7,NULL,NULL
385,1710,1,0,1,8,NULL,8
2262,621,1,0,0,10,NULL,NULL
992,1460,1,0,1,9,NULL,6
1283,1576,1,0,0,7,NULL,NULL
1499,1679,1,1,0,19,15,NULL
1445,449,1,0,0,6,NULL,NULL
2268,276,1,0,0,6,NULL,NULL
2008,1743,2,1,1,93,41,35
1679,542,2,1,1,16,6,9
1121,688,1,0,1,6,NULL,6
1583,1033,2,0,0,17,NULL,NULL
1433,2292,4,2,2,193,53,82
1709,1709,10,6,8,210,80,112
105,1564,18,5,3,578,194,184
1539,585,1,0,0,6,NULL,NULL
1882,77,2,1,2,29,12,14
832,1121,2,1,0,13,6,NULL
2104,250,4,4,3,229,111,91
992,1437,1,0,0,6,NULL,NULL
2095,703,1,1,0,6,6,NULL
2295,552,15,3,5,154,22,47
1567,1177,1,0,0,6,NULL,NULL
612,2121,1,0,0,6,NULL,NULL
1487,1530,1,0,0,6,NULL,NULL
1013,2032,1,0,0,6,NULL,NULL
544,974,1,0,0,6,NULL,NULL
910,1842,1,1,0,6,6,NULL
481,984,1,0,0,6,NULL,NULL
1539,2002,1,1,0,6,6,NULL
635,1848,3,2,2,174,71,83
1794,1399,1,0,0,6,NULL,NULL
1425,1481,1,1,0,10,9,NULL
262,1722,1,0,0,6,NULL,NULL
290,290,138,86,68,4980,2377,2057
959,613,4,0,0,27,NULL,NULL
2322,2322,2,0,2,67,NULL,67
22,319,1,0,0,6,NULL,NULL
246,838,7,2,6,120,21,70
688,853,1,0,0,10,NULL,NULL
633,1296,1,0,0,6,NULL,NULL
235,1157,1,0,0,6,NULL,NULL
1998,1565,5,1,1,121,46,27
2032,1208,1,1,0,6,6,NULL
251,1202,1,1,0,9,8,NULL
1788,1721,1,0,1,7,NULL,7
917,2128,9,4,2,76,27,13
430,250,2,0,0,12,NULL,NULL
1431,1136,1,1,0,23,15,NULL
1436,1978,1,1,0,6,6,NULL
2066,874,2,1,0,28,10,NULL
73,269,1,0,0,6,NULL,NULL
1800,662,1,0,0,7,NULL,NULL
1494,923,1,0,0,6,NULL,NULL
1555,839,2,1,0,13,7,NULL
104,1560,5,2,2,119,43,36
835,910,1,0,1,11,NULL,11
1998,569,1,0,1,8,NULL,6
1814,1157,1,0,0,6,NULL,NULL
77,1576,1,0,0,6,NULL,NULL
1820,420,1,0,0,6,NULL,NULL
923,1783,1,0,1,7,NULL,7
264,1481,7,4,1,105,56,21
1849,1849,118,56,52,2976,1460,716
1723,1202,2,1,1,28,13,9
688,249,2,0,0,14,NULL,NULL
1433,300,1,0,0,6,NULL,NULL
984,2014,1,0,0,7,NULL,NULL
1698,665,1,1,0,9,9,NULL
1899,1168,5,2,3,86,18,34
1845,2142,2,0,0,12,NULL,NULL
2146,1729,2,0,0,17,NULL,NULL
1177,2287,3,2,2,37,14,19
1024,1547,1,0,0,6,NULL,NULL
37,1439,1,0,0,7,NULL,NULL
1943,620,1,0,0,7,NULL,NULL
1482,1166,1,0,0,7,NULL,NULL
711,580,1,0,0,7,NULL,NULL
1996,17,1,0,1,7,NULL,6
37,2066,1,0,0,6,NULL,NULL
1482,2005,1,0,1,10,NULL,10
90,2067,1,0,0,9,NULL,NULL
90,836,1,0,0,6,NULL,NULL
1820,1024,2,0,1,20,NULL,12
1173,353,11,2,0,78,12,NULL
1833,1833,101,36,43,1906,643,782
1609,1314,1,0,0,6,NULL,NULL
138,419,1,0,1,6,NULL,6
988,1547,3,1,1,24,10,6
1720,28,1,0,0,6,NULL,NULL
1739,1459,3,1,0,28,10,NULL
1815,1817,3,0,0,18,NULL,NULL
1424,2270,2,0,2,31,NULL,25
340,2048,1,0,0,6,NULL,NULL
1218,1744,1,0,0,6,NULL,NULL
1246,550,1,0,0,6,NULL,NULL
877,1413,2,0,0,13,NULL,NULL
1495,1978,2,1,2,33,8,20
135,135,159,87,47,2294,965,529
2121,1167,2,0,1,13,NULL,6
658,1736,2,0,0,12,NULL,NULL
248,420,3,3,0,27,26,NULL
1143,22,1,0,0,6,NULL,NULL
2262,20,1,0,0,6,NULL,NULL
836,439,1,0,0,6,NULL,NULL
223,1246,3,2,1,73,36,27
1437,431,1,0,0,6,NULL,NULL
2066,694,1,0,1,11,NULL,7
2051,1492,2,1,0,17,7,NULL
353,999,5,3,3,266,96,114
1410,576,1,0,1,7,NULL,6
1430,328,1,0,0,9,NULL,NULL
277,664,2,1,0,15,8,NULL
1413,1833,1,0,0,7,NULL,NULL
1301,1466,1,0,0,7,NULL,NULL
1998,858,23,9,7,280,104,65
262,1218,1,1,0,6,6,NULL
1173,1449,1,0,0,6,NULL,NULL
1146,1202,1,0,0,6,NULL,NULL
68,635,1,1,1,67,38,20
1838,1564,1,0,0,7,NULL,NULL
585,1453,1,0,0,6,NULL,NULL
556,1232,1,0,0,7,NULL,NULL
965,557,1,0,1,6,NULL,6
680,1722,1,1,1,29,20,6
104,1849,2,0,0,12,NULL,NULL
257,960,1,0,0,7,NULL,NULL
1740,853,3,0,3,22,NULL,18
2107,1144,1,1,0,6,6,NULL
336,5,1,1,0,6,6,NULL
869,868,4,3,3,156,74,72
1127,240,3,1,0,23,7,NULL
1978,2096,1,0,1,6,NULL,6
1447,82,1,1,0,8,7,NULL
371,1481,1,1,0,6,6,NULL
251,2095,1,0,0,6,NULL,NULL
2120,613,1,0,0,6,NULL,NULL
1393,844,1,0,0,10,NULL,NULL
1750,848,2,2,0,47,30,NULL
577,1014,1,0,0,7,NULL,NULL
554,1679,1,0,0,6,NULL,NULL
1446,2076,1,0,1,7,NULL,6
1253,1122,1,0,0,6,NULL,NULL
1849,329,1,0,0,6,NULL,NULL
2095,391,1,0,0,7,NULL,NULL
1392,1421,1,0,0,6,NULL,NULL
1976,1733,1,1,0,8,7,NULL
1139,1414,1,0,1,10,NULL,10
2275,64,1,0,0,7,NULL,NULL
1398,1709,1,0,0,7,NULL,NULL
2267,2084,2,0,1,13,NULL,6
1216,2271,2,0,2,26,NULL,21
1016,1426,1,1,0,7,7,NULL
1983,419,1,0,0,6,NULL,NULL
4,1033,1,1,0,7,7,NULL
249,965,1,1,0,6,6,NULL
1217,1482,2,1,1,39,7,15
1828,1151,1,1,0,7,7,NULL
1450,1783,1,1,1,39,10,27
589,353,5,1,1,41,7,7
1290,262,1,0,0,7,NULL,NULL
1826,1203,2,1,1,37,14,11
583,277,1,0,0,6,NULL,NULL
2263,1146,2,0,2,50,NULL,42
417,2112,1,0,0,7,NULL,NULL
1996,1302,2,0,1,17,NULL,9
972,1576,1,1,0,6,6,NULL
293,580,1,1,1,28,12,10
430,1558,2,0,0,12,NULL,NULL
1414,357,1,0,0,6,NULL,NULL
43,1226,1,0,0,6,NULL,NULL
1394,1000,1,0,0,17,NULL,NULL
543,1159,2,0,0,16,NULL,NULL
2104,1143,10,1,2,79,8,13
999,1849,1,0,0,6,NULL,NULL
664,77,1,1,0,6,6,NULL
2014,691,1,0,0,6,NULL,NULL
235,656,1,0,1,7,NULL,6
2121,1450,1,1,1,19,9,8
1141,131,1,0,0,6,NULL,NULL
1164,2008,1,0,0,6,NULL,NULL
1178,1501,1,0,0,7,NULL,NULL
1408,679,1,0,0,6,NULL,NULL
858,1453,1,0,1,21,NULL,19
1014,61,1,0,0,7,NULL,NULL
101,1748,3,0,0,20,NULL,NULL
1382,270,1,1,0,7,6,NULL
1748,877,4,0,0,24,NULL,NULL
255,1410,2,2,1,63,48,14
20,268,1,0,1,6,NULL,6
679,1801,9,5,4,271,103,95
1216,2294,1,0,1,7,NULL,6
321,1401,1,0,0,7,NULL,NULL
866,867,1,0,0,6,NULL,NULL
687,2031,1,0,0,6,NULL,NULL
868,1442,1,0,0,6,NULL,NULL
853,588,2,1,0,13,6,NULL
867,104,2,0,0,13,NULL,NULL
656,2254,1,0,0,6,NULL,NULL
1004,252,1,0,0,7,NULL,NULL
1787,907,3,3,1,92,57,12
1227,876,4,3,3,243,61,155
1401,290,2,1,0,13,6,NULL
1165,406,4,1,1,61,16,6
1243,105,1,0,0,6,NULL,NULL
431,984,1,0,0,6,NULL,NULL
664,1677,1,0,0,6,NULL,NULL
1168,115,1,0,0,6,NULL,NULL
2305,438,1,0,0,7,NULL,NULL
703,264,1,1,0,6,6,NULL
1503,656,21,10,9,350,127,126
1781,1833,6,2,1,51,19,8
1030,1523,5,2,0,39,13,NULL
2256,834,2,1,1,35,11,11
61,246,1,0,0,6,NULL,NULL
907,430,1,0,1,6,NULL,6
1205,543,2,1,0,13,6,NULL
1243,340,1,1,0,7,6,NULL
1834,1834,95,45,54,2773,806,1154
1750,2268,1,0,1,10,NULL,6
876,653,3,0,1,25,NULL,6
1739,1748,2,0,0,12,NULL,NULL
1487,2031,1,0,0,6,NULL,NULL
1414,546,3,0,0,20,NULL,NULL
687,2008,1,0,0,7,NULL,NULL
582,851,1,0,0,19,NULL,NULL
101,1983,1,1,0,6,6,NULL
1165,37,2,0,0,14,NULL,NULL
1169,1164,1,0,0,6,NULL,NULL
639,1487,1,0,0,6,NULL,NULL
285,585,1,0,0,7,NULL,NULL
1741,520,1,0,0,6,NULL,NULL
1574,1492,1,0,0,6,NULL,NULL
563,1152,1,0,0,7,NULL,NULL
973,610,1,0,0,6,NULL,NULL
2300,613,2,1,1,15,6,7
1885,651,1,0,0,6,NULL,NULL
226,1410,1,1,0,6,6,NULL
1723,1858,1,0,0,6,NULL,NULL
923,261,1,1,0,29,21,NULL
1290,68,1,1,0,9,6,NULL
2280,1459,1,0,0,6,NULL,NULL
1447,661,2,0,0,12,NULL,NULL
1986,1743,1,1,0,6,6,NULL
555,1466,2,1,2,46,12,27
2269,89,1,0,0,6,NULL,NULL
1899,2268,1,0,0,6,NULL,NULL
1729,1436,7,3,5,220,73,123
256,2288,1,0,0,6,NULL,NULL
546,230,2,0,1,14,NULL,6
2023,1739,4,1,2,52,8,19
555,261,1,1,0,7,6,NULL
1227,1870,1,0,0,6,NULL,NULL
348,853,1,1,0,6,6,NULL
1820,246,2,0,1,14,NULL,7
1160,1205,1,0,0,7,NULL,NULL
1159,1141,1,1,0,7,7,NULL
553,1392,2,1,0,19,8,NULL
850,233,1,0,0,6,NULL,NULL
22,254,7,4,1,128,52,49
1497,1497,23,9,10,247,66,108
409,543,1,0,0,6,NULL,NULL
973,868,1,0,1,6,NULL,6
1180,1172,1,0,0,7,NULL,NULL
1408,1427,2,0,1,23,NULL,16
1410,665,1,0,0,6,NULL,NULL
230,1146,1,0,0,6,NULL,NULL
1671,1017,1,0,0,6,NULL,NULL
1162,1886,2,0,1,12,NULL,6
2028,1742,1,1,0,11,9,NULL
694,1442,1,1,1,57,19,30
1870,43,13,7,6,232,106,59
293,1677,5,3,4,104,36,42
1446,1487,1,0,0,6,NULL,NULL
1325,611,9,3,6,144,49,61
537,537,13,8,2,143,75,26
1414,1995,1,0,1,24,NULL,19
1729,832,1,0,0,6,NULL,NULL
860,1144,1,0,0,36,NULL,NULL
1173,1739,1,0,0,7,NULL,NULL
631,1409,3,1,0,24,6,NULL
248,1451,1,0,1,7,NULL,7
2023,2131,1,0,0,7,NULL,NULL
2098,1317,7,5,3,147,58,57
836,1447,1,0,0,7,NULL,NULL
457,1517,1,0,0,7,NULL,NULL
1223,348,1,0,0,6,NULL,NULL
287,293,1,0,0,6,NULL,NULL
36,36,88,46,48,2711,1155,1221
2057,2112,3,2,0,42,30,NULL
651,1576,1,0,1,6,NULL,6
995,2300,2,1,1,39,7,19
688,682,1,0,0,7,NULL,NULL
972,91,2,1,2,26,7,17
725,2066,1,0,0,6,NULL,NULL
1558,65,1,0,1,6,NULL,6
406,1899,1,0,0,7,NULL,NULL
1290,1880,2,1,0,15,6,NULL
583,1454,6,0,3,53,NULL,22
1290,2272,1,0,0,6,NULL,NULL
270,679,1,0,0,6,NULL,NULL
1743,1218,1,1,0,6,6,NULL
2131,999,1,1,0,6,6,NULL
2295,2253,1,0,0,6,NULL,NULL
653,631,1,1,0,7,6,NULL
1813,6,1,0,0,7,NULL,NULL
1400,1400,49,43,18,1203,667,405
2096,2056,1,0,0,6,NULL,NULL
561,28,2,1,0,12,6,NULL
2047,620,1,0,0,6,NULL,NULL
611,2069,1,0,1,19,NULL,14
860,2146,1,0,1,7,NULL,6
1430,1021,2,0,1,13,NULL,6
1487,612,1,0,1,8,NULL,6
86,666,1,0,0,6,NULL,NULL
77,973,1,0,0,6,NULL,NULL
1738,1155,1,1,0,7,6,NULL
1023,688,1,0,1,9,NULL,7
2066,992,1,0,0,8,NULL,NULL
1551,1814,1,0,0,6,NULL,NULL
1031,1522,1,0,0,7,NULL,NULL
294,1558,1,0,0,7,NULL,NULL
1163,2056,1,0,0,6,NULL,NULL
101,1849,1,0,0,6,NULL,NULL
402,2003,4,4,0,94,84,NULL
2261,257,10,3,6,189,39,94
49,355,2,0,0,13,NULL,NULL
340,16,38,20,20,1036,396,446
391,816,3,0,0,22,NULL,NULL
959,2291,2,0,1,13,NULL,6
2002,580,3,1,2,41,8,14
1433,269,1,0,0,6,NULL,NULL
2131,584,27,13,6,415,224,89
1414,1002,1,0,0,6,NULL,NULL
235,4,1,0,1,9,NULL,9
1560,1507,2,0,1,16,NULL,8
1257,884,1,0,0,6,NULL,NULL
1791,1170,1,0,1,6,NULL,6
1291,261,1,0,0,6,NULL,NULL
89,283,1,0,0,6,NULL,NULL
49,1798,1,0,0,6,NULL,NULL
1517,651,1,0,0,6,NULL,NULL
1155,1225,1,0,1,33,NULL,27
1848,2258,1,0,1,24,NULL,13
1858,123,1,0,0,19,NULL,NULL
1815,80,1,0,0,7,NULL,NULL
988,348,2,0,0,16,NULL,NULL
1507,364,2,0,0,12,NULL,NULL
248,246,1,0,0,8,NULL,NULL
19,711,4,0,0,26,NULL,NULL
2146,662,3,0,1,20,NULL,7
2268,921,2,0,1,18,NULL,6
1507,1781,3,0,1,22,NULL,8
1302,1422,1,0,0,6,NULL,NULL
552,853,1,0,1,7,NULL,6
973,1495,2,0,0,17,NULL,NULL
2242,1382,1,0,1,17,NULL,17
251,687,1,0,0,6,NULL,NULL
2014,1164,12,3,5,214,57,96
1723,2287,1,0,0,6,NULL,NULL
1723,295,1,0,0,6,NULL,NULL
338,1204,1,0,1,7,NULL,7
1121,385,1,0,1,16,NULL,15
241,2135,1,0,0,6,NULL,NULL
604,2020,1,0,0,6,NULL,NULL
960,294,2,0,0,12,NULL,NULL
1255,844,1,0,0,6,NULL,NULL
995,711,1,1,0,6,6,NULL
1159,1155,1,0,0,6,NULL,NULL
712,2093,1,0,0,6,NULL,NULL
877,294,9,0,1,58,NULL,6
842,223,1,0,1,6,NULL,6
264,1845,1,1,0,10,10,NULL
1845,2254,1,0,0,6,NULL,NULL
1141,1972,1,0,0,6,NULL,NULL
2139,2056,1,1,0,6,6,NULL
711,1296,3,1,2,218,84,94
66,1735,6,3,0,40,18,NULL
2023,1564,2,1,0,13,6,NULL
1899,49,5,1,2,47,7,20
921,327,1,0,0,6,NULL,NULL
999,1838,3,0,0,19,NULL,NULL
611,2292,1,1,0,17,13,NULL
1899,1257,16,8,9,336,114,149
2021,2008,2,2,2,45,16,21
233,1301,1,0,1,6,NULL,6
355,28,1,0,0,7,NULL,NULL
80,1414,1,0,1,8,NULL,6
5,233,3,2,1,61,36,17
1551,1427,1,1,0,17,7,NULL
1783,1180,1,0,0,6,NULL,NULL
534,1555,1,0,0,6,NULL,NULL
115,257,1,1,0,26,22,NULL
5,860,1,0,0,8,NULL,NULL
1398,968,2,2,0,22,16,NULL
337,1824,1,0,0,6,NULL,NULL
546,2096,1,0,0,6,NULL,NULL
1004,327,1,0,0,8,NULL,NULL
417,687,1,0,0,6,NULL,NULL
296,1119,1,0,0,6,NULL,NULL
79,225,1,0,0,6,NULL,NULL
1838,989,2,1,0,16,7,NULL
866,1735,9,2,4,85,14,38
1609,1162,1,0,0,17,NULL,NULL
1169,337,1,0,0,12,NULL,NULL
917,620,4,0,1,26,NULL,6
850,270,1,0,1,6,NULL,6
1176,1181,4,1,1,30,6,6
1223,545,1,1,0,8,7,NULL
629,261,1,1,0,7,6,NULL
583,2092,2,0,1,13,NULL,6
2017,2301,1,0,0,6,NULL,NULL
972,2,1,1,0,11,10,NULL
1576,1878,12,6,4,182,76,35
2287,1218,2,0,0,13,NULL,NULL
261,261,152,67,83,3817,1263,1718
43,2022,1,0,0,8,NULL,NULL
77,91,1,1,0,8,8,NULL
555,902,1,0,0,6,NULL,NULL
1457,687,2,0,0,14,NULL,NULL
1024,680,1,0,0,6,NULL,NULL
2293,2293,84,50,47,2796,1103,1167
1127,2267,3,0,1,19,NULL,6
2051,1781,25,14,7,442,236,118
662,1177,1,0,1,6,NULL,6
1401,2294,1,0,0,6,NULL,NULL
1490,1156,1,0,1,14,NULL,9
1560,1833,1,0,0,6,NULL,NULL
287,115,1,0,0,6,NULL,NULL
255,1422,1,0,1,7,NULL,6
646,293,7,1,0,49,7,NULL
1750,711,1,0,0,6,NULL,NULL
1715,248,1,1,0,8,6,NULL
346,1228,1,1,1,15,8,6
2131,409,15,3,6,171,37,66
370,115,1,0,0,6,NULL,NULL
2000,2269,1,0,0,6,NULL,NULL
104,2293,2,2,0,16,15,NULL
1441,1223,1,0,1,11,NULL,11
1545,541,1,0,0,9,NULL,NULL
1494,268,1,0,0,6,NULL,NULL
101,1548,3,0,0,25,NULL,NULL
604,420,1,0,0,6,NULL,NULL
612,862,5,0,2,45,NULL,15
1413,631,2,0,0,15,NULL,NULL
1709,1400,1,0,0,6,NULL,NULL
1825,246,6,3,2,119,45,27
2005,1150,1,0,0,14,NULL,NULL
1972,77,1,1,0,20,14,NULL
1661,1033,1,0,0,6,NULL,NULL
2083,65,1,1,0,7,7,NULL
1158,1165,1,0,0,6,NULL,NULL
1740,1718,1,0,0,9,NULL,NULL
276,1155,1,0,0,6,NULL,NULL
1451,2028,3,3,0,27,27,NULL
353,2104,1,0,0,6,NULL,NULL
2252,1382,1,0,0,7,NULL,NULL
